Project Universal ID,Project Name,Builders,Parent Builder,Status,Master Plan Name,Master Plan Developer Name,Plan Name,Bedrooms,Bathrooms,Floors,Garages,Unit Size,List Price,Last Update Date,Plan Universal ID,Active Adult,ZIP Code,City,County,County Code,CBSA,CBSA Code,State,School District,School Attendance Zone (Elementary),School Ratings (Elementary),School Attendance Zone (Middle),School Ratings (Middle),School Attendance Zone (High),School Ratings (High),Boundary Names,Latitude,Longitude
aAfPc000000GvLhKAK,Arbor Ranch/Cottages,Risewell Homes,,Active,,,Plan 4003,4,3,0,2,2549,718000,11/18/2025,aAaPc000000uOecKAE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.38322,-121.40383
aAfPc000000GvLhKAK,Arbor Ranch/Cottages,Risewell Homes,,Active,,,Plan 4002,4,3,0,2,2458,754360,11/9/2025,aAaPc000000uOedKAE,Non Active Adult,95757,Elk Grove,Sacramento,6067,"Sacramento-Roseville-Folsom, CA",40900,CA,Elk Grove Unified School District,Zehnder Ranch Elementary,8,Elizabeth Pinkerton Middle School,8,Cosumnes Oaks High School,10,Laguna / Elk Grove,38.38322,-121.40383
aAfPc0000009y8DKAQ,Rialto/Twelve Bridges,Century Communities,"Century Communities, Inc.",Active,Twelve Bridges,"Placer Holdings, Inc.",Plan 4,4,3,0,2,2151,609000,12/3/2025,aAaPc000000uPtuKAE,Non Active Adult,95648,Lincoln,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Western Placer Unified School District,Twelve Bridges Elementary School,7,Twelve Bridges Middle School,8,Twelve Bridges High School,7,Lincoln,38.8559,-121.29072
aAfPc000001JKgnKAG,Briar Meadows,Fieldstone Communities,,Active,,,Residence 1,3,2.5,1,2,2095,774950,12/6/2025,aAaPc000000k6qoKAA,Non Active Adult,95603,Auburn,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Auburn Union Elementary School District,Auburn Elementary School,2,EV Cain Middle,4,Placer High School,8,Auburn / Granite Bay,38.93778,-121.0847
aAfPc000001JKgnKAG,Briar Meadows,Fieldstone Communities,,Active,,,Residence 2,4,3.5,1,2,2442,799950,12/6/2025,aAaPc000000k6qpKAA,Non Active Adult,95603,Auburn,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Auburn Union Elementary School District,Auburn Elementary School,2,EV Cain Middle,4,Placer High School,8,Auburn / Granite Bay,38.93778,-121.0847
aAfPc000001JKgnKAG,Briar Meadows,Fieldstone Communities,,Active,,,Residence 3,4,3.5,1,2,2621,837950,12/6/2025,aAaPc000000k6qqKAA,Non Active Adult,95603,Auburn,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Auburn Union Elementary School District,Auburn Elementary School,2,EV Cain Middle,4,Placer High School,8,Auburn / Granite Bay,38.93778,-121.0847
aAfPc000001JKgnKAG,Briar Meadows,Fieldstone Communities,,Active,,,Residence 4,5,4,2,2,3110,879950,12/6/2025,aAaPc000000k6qrKAA,Non Active Adult,95603,Auburn,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Auburn Union Elementary School District,Auburn Elementary School,2,EV Cain Middle,4,Placer High School,8,Auburn / Granite Bay,38.93778,-121.0847
aAf3x000001Yb1UCAS,Granite Terrace,Keusder Homes Inc.,,Active,,,Residence One,4,3,2,2,2039,599950,10/17/2025,aAaPc000000vZm3KAE,Non Active Adult,95677,Rocklin,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Rocklin Unified School District,Rocklin Elementary School,7,Spring View Middle School,6,Rocklin High School,9,Rocklin,38.79121,-121.2265
aAf3x000001Yb1UCAS,Granite Terrace,Keusder Homes Inc.,,Active,,,Residence Two,4,3,2,2,2123,633950,10/17/2025,aAaPc000000vZm4KAE,Non Active Adult,95677,Rocklin,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Rocklin Unified School District,Rocklin Elementary School,7,Spring View Middle School,6,Rocklin High School,9,Rocklin,38.79121,-121.2265
aAf3x000001Yb1UCAS,Granite Terrace,Keusder Homes Inc.,,Active,,,Residence Three,5,3,2,2,2232,655950,10/17/2025,aAaPc000000vZm5KAE,Non Active Adult,95677,Rocklin,Placer,6061,"Sacramento-Roseville-Folsom, CA",40900,CA,Rocklin Unified School District,Rocklin Elementary School,7,Spring View Middle School,6,Rocklin High School,9,Rocklin,38.79121,-121.2265
